fusionTranscriptID	fusionGeneID	breakpointID	strand1	strand2	site1	site2	type	confidence	sampleID	toolID
GUSBP1::CDH12__5:21505481-5:21965618	GUSBP1::CDH12	5:21505481-5:21965618	+	+	intron	intron	deletion/5'-5'	low	TCGA-BH-A0BV	Arriba
AKR1E2::AKR1C6P(16402),U8(54059)__10:4842505-10:4908377	AKR1E2::AKR1C6P(16402),U8(54059)	10:4842505-10:4908377	+	+	intron	intergenic	deletion/read-through	low	TCGA-BH-A0BV	Arriba
ROPN1::CCDC14__3:123975379-3:123956427	ROPN1::CCDC14	3:123975379-3:123956427	-	-	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0BV	Arriba
ROPN1::CCDC14__3:123970042-3:123956795	ROPN1::CCDC14	3:123970042-3:123956795	-	-	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0BV	Arriba
DNAJC25::GNG10__9:111631743-9:111666815	DNAJC25::GNG10	9:111631743-9:111666815	+	+	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0BV	Arriba
PCDHA11::PCDHAC2__5:140871443-5:140978946	PCDHA11::PCDHAC2	5:140871443-5:140978946	+	+	CDS	intron	deletion/read-through	low	TCGA-BH-A0BV	Arriba
GCSH::C16orf46__16:81087618-16:81058027	GCSH::C16orf46	16:81087618-16:81058027	-	-	CDS	intron	deletion/read-through	low	TCGA-BH-A0BV	Arriba
GCSH::C16orf46__16:81096131-16:81054094	GCSH::C16orf46	16:81096131-16:81054094	-	-	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0BV	Arriba
MYH9::CACNG2__22:36387807-22:36566493	MYH9::CACNG2	22:36387807-22:36566493	-	-	5'UTR/splice-site	CDS/splice-site	duplication	high	TCGA-BH-A0BW	Arriba
ZZEF1::MYBBP1A__17:4123907-17:4550353	ZZEF1::MYBBP1A	17:4123907-17:4550353	-	-	CDS/splice-site	CDS/splice-site	duplication	high	TCGA-BH-A0BW	Arriba
PUSL1::AC119673.1__1:1311071-1:205783020	PUSL1::AC119673.1	1:1311071-1:205783020	+	-	CDS/splice-site	exon	inversion/3'-3'	high	TCGA-BH-A0BW	Arriba
AC104451.1::AC243829.5__3:17706079-17:36350059	AC104451.1::AC243829.5	3:17706079-17:36350059	-	-	exon	intergenic	translocation	medium	TCGA-BH-A0BW	Arriba
IGH@-ext::PGK1__14:105864635-X:78107386	IGH@-ext::PGK1	14:105864635-X:78107386	.	.	exon	intron	translocation/3'-3'	medium	TCGA-BH-A0BW	Arriba
AC090114.3::LINC01347__7:128615970-1:243097224	AC090114.3::LINC01347	7:128615970-1:243097224	+	-	exon	exon	translocation	low	TCGA-BH-A0BW	Arriba
LDB2::IGH@-ext__4:16786307-14:105904520	LDB2::IGH@-ext	4:16786307-14:105904520	.	.	intron	exon	translocation/3'-3'	low	TCGA-BH-A0BW	Arriba
IGH-@-ext::LDB2__14:105904520-4:16786307	IGH-@-ext::LDB2	14:105904520-4:16786307	+	-	exon	intron	translocation	low	TCGA-BH-A0BW	Arriba
ZNF782::ZNF510__9:96827115-9:96778036	ZNF782::ZNF510	9:96827115-9:96778036	-	-	CDS	5'UTR	deletion/read-through	low	TCGA-BH-A0BW	Arriba
CLN3::NPIPB6__16:28474855-16:28357973	CLN3::NPIPB6	16:28474855-16:28357973	-	-	intron	intron	deletion/read-through	low	TCGA-BH-A0BW	Arriba
CDH12P4(6133),GUSBP9(58226)::NAIP__5:71139420-5:71003857	CDH12P4(6133),GUSBP9(58226)::NAIP	5:71139420-5:71003857	-	-	intergenic	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0BW	Arriba
MFSD14C::ZNF782__9:96918642-9:96861561	MFSD14C::ZNF782	9:96918642-9:96861561	-	-	intron	5'UTR	deletion/read-through	low	TCGA-BH-A0BW	Arriba
FTCDNL1::LINC01877__2:199846074-2:199675538	FTCDNL1::LINC01877	2:199846074-2:199675538	-	-	intron	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0BW	Arriba
RMND5A::ANAPC1P2__2:86741002-2:87052961	RMND5A::ANAPC1P2	2:86741002-2:87052961	+	-	CDS	exon	inversion	low	TCGA-BH-A0BW	Arriba
AC015911.9::SLFN12L__17:35522279-17:35480195	AC015911.9::SLFN12L	17:35522279-17:35480195	-	-	exon/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0BW	Arriba
AC073529.1::MID1__X:10967360-X:10763900	AC073529.1::MID1	X:10967360-X:10763900	-	-	intron	intron	deletion/read-through	low	TCGA-BH-A0BW	Arriba
CLCN3P1::FREM1__9:14928985-9:14869245	CLCN3P1::FREM1	9:14928985-9:14869245	-	-	exon	intron	deletion/read-through	low	TCGA-BH-A0BW	Arriba
PCDHA11::PCDHAC2__5:140871480-5:140982491	PCDHA11::PCDHAC2	5:140871480-5:140982491	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0BW	Arriba
CWF19L2::ASS1P13(133704),AP000766.1(898)__11:107327011-11:107311234	CWF19L2::ASS1P13(133704),AP000766.1(898)	11:107327011-11:107311234	-	-	CDS	intergenic	deletion/read-through	low	TCGA-BH-A0BW	Arriba
MTERF1::AC079760.2__7:91794826-7:91511918	MTERF1::AC079760.2	7:91794826-7:91511918	-	-	intron	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0BW	Arriba
FRG1CP::DUX4L35(28726),FRG1EP(2115)__20:28578757-20:29478032	FRG1CP::DUX4L35(28726),FRG1EP(2115)	20:28578757-20:29478032	-	-	intron	intergenic	duplication	low	TCGA-BH-A0BW	Arriba
ARL17A::AC091132.4__17:46517156-17:45545920	ARL17A::AC091132.4	17:46517156-17:45545920	-	+	CDS	exon	inversion	low	TCGA-BH-A0BW	Arriba
LINC02438::VAT1__4:19413870-17:43015267	LINC02438::VAT1	4:19413870-17:43015267	.	.	intron	3'UTR	translocation	low	TCGA-BH-A0BW	Arriba
ANKAR::AL662844.4__2:189714965-6:31197191	ANKAR::AL662844.4	2:189714965-6:31197191	.	.	intron	exon	translocation	low	TCGA-BH-A0BW	Arriba
AC006001.2::RABGEF1__7:66661891-7:66688967	AC006001.2::RABGEF1	7:66661891-7:66688967	+	+	intron	intron	deletion/read-through	low	TCGA-BH-A0BW	Arriba
AC006001.2::RABGEF1__7:66654626-7:66712167	AC006001.2::RABGEF1	7:66654626-7:66712167	+	+	exon/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0BW	Arriba
AC007846.1::WSCD1__17:5837205-17:6080396	AC007846.1::WSCD1	17:5837205-17:6080396	+	+	exon	5'UTR	deletion/read-through	low	TCGA-BH-A0BW	Arriba
LSM5::KLHL7__7:32487261-7:23119323	LSM5::KLHL7	7:32487261-7:23119323	-	-	3'UTR	intron	deletion/5'-5'	medium	TCGA-BH-A0BZ	Arriba
ZNF782::ZNF510__9:96827083-9:96776247	ZNF782::ZNF510	9:96827083-9:96776247	-	-	CDS	intron	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
HNRNPCP7::ZNF680__7:64501375-7:64521127	HNRNPCP7::ZNF680	7:64501375-7:64521127	+	+	exon	3'UTR	deletion/read-through/5'-5'	low	TCGA-BH-A0BZ	Arriba
TOMM5(30716),RAB1C(13368)::FRMPD1__9:37623320-9:37692638	TOMM5(30716),RAB1C(13368)::FRMPD1	9:37623320-9:37692638	+	+	intergenic	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
AK5::PIGK__1:77283033-1:77210489	AK5::PIGK	1:77283033-1:77210489	-	-	5'UTR	CDS/splice-site	deletion/read-through/3'-3'	low	TCGA-BH-A0BZ	Arriba
FPGT::TNNI3K__1:74201400-1:74249461	FPGT::TNNI3K	1:74201400-1:74249461	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
BX322234.1::THBS2__6:169217681-6:169439267	BX322234.1::THBS2	6:169217681-6:169439267	+	-	exon	intergenic	inversion	low	TCGA-BH-A0BZ	Arriba
ARMCX2::ARMCX3__X:101657527-X:101624473	ARMCX2::ARMCX3	X:101657527-X:101624473	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0BZ	Arriba
RMND5A::ANAPC1P2__2:86741003-2:87052955	RMND5A::ANAPC1P2	2:86741003-2:87052955	+	-	CDS	exon	inversion	low	TCGA-BH-A0BZ	Arriba
AC090517.5::ZNF280D__15:56806360-15:56707306	AC090517.5::ZNF280D	15:56806360-15:56707306	-	-	intron	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
WDR27::AL135910.1__6:169582831-6:169433355	WDR27::AL135910.1	6:169582831-6:169433355	-	-	intron	intron	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
AOPEP::FANCC__9:95080746-9:95106673	AOPEP::FANCC	9:95080746-9:95106673	+	+	CDS	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0BZ	Arriba
FAM85B::AF228730.5__8:8167982-8:7152790	FAM85B::AF228730.5	8:8167982-8:7152790	-	+	exon	exon	inversion	low	TCGA-BH-A0BZ	Arriba
PRDX6-AS1::TNFSF4__1:173441919-1:173240027	PRDX6-AS1::TNFSF4	1:173441919-1:173240027	-	-	exon/splice-site	intergenic	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
NSFP1::LRRC37A3__17:46487141-17:64898397	NSFP1::LRRC37A3	17:46487141-17:64898397	+	-	exon	5'UTR	inversion	low	TCGA-BH-A0BZ	Arriba
POTEE::LINC01087__2:131254439-2:131637601	POTEE::LINC01087	2:131254439-2:131637601	+	+	intron	exon	deletion/read-through	low	TCGA-BH-A0BZ	Arriba
AC025569.1::AC100847.1(304),NARS1(11261)__12:70539964-18:57589395	AC025569.1::AC100847.1(304),NARS1(11261)	12:70539964-18:57589395	+	+	exon	intergenic	translocation	low	TCGA-BH-A0BZ	Arriba
AC092807.3::DDAH1__1:85496166-1:85361500	AC092807.3::DDAH1	1:85496166-1:85361500	-	-	exon/splice-site	intron	deletion/read-through	medium	TCGA-BH-A0C0	Arriba
AL512590.2::CCDC180__9:97290665-9:97307736	AL512590.2::CCDC180	9:97290665-9:97307736	+	+	exon/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0C0	Arriba
AC090114.3::BET1L__7:128615970-11:168974	AC090114.3::BET1L	7:128615970-11:168974	+	-	exon	CDS	translocation	low	TCGA-BH-A0C0	Arriba
IGKV2OR22-4::IGKV2OR2-1__22:16914526-2:97046622	IGKV2OR22-4::IGKV2OR2-1	22:16914526-2:97046622	-	+	exon	exon	translocation	low	TCGA-BH-A0C0	Arriba
GUSBP1::CDH12__5:21505481-5:21965621	GUSBP1::CDH12	5:21505481-5:21965621	+	+	intron	intron	deletion/5'-5'	low	TCGA-BH-A0C0	Arriba
CCDC169::SOHLH2__13:36248647-13:36202093	CCDC169::SOHLH2	13:36248647-13:36202093	-	-	CDS	CDS	deletion/read-through	low	TCGA-BH-A0C0	Arriba
PCDHA5::PCDHAC2__5:140824104-5:140978950	PCDHA5::PCDHAC2	5:140824104-5:140978950	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0C0	Arriba
ISM1::ISM1(13183),AL121782.1(54457)__20:13288683-20:13313834	ISM1::ISM1(13183),AL121782.1(54457)	20:13288683-20:13313834	+	+	CDS/splice-site	intergenic	deletion/read-through	low	TCGA-BH-A0C0	Arriba
AC012414.2::AC068446.2__15:20767228-15:21314356	AC012414.2::AC068446.2	15:20767228-15:21314356	.	.	intron	intron	deletion	low	TCGA-BH-A0C0	Arriba
MTG1::AL731769.2__10:133402721-10:133571882	MTG1::AL731769.2	10:133402721-10:133571882	+	+	CDS	intron	deletion/read-through	low	TCGA-BH-A0C0	Arriba
ADAMTS16::AC091978.1__5:5319753-5:5420747	ADAMTS16::AC091978.1	5:5319753-5:5420747	+	+	3'UTR	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0C0	Arriba
CLDN11::SLC7A14-AS1__3:170423327-3:170708044	CLDN11::SLC7A14-AS1	3:170423327-3:170708044	+	+	CDS/splice-site	exon/splice-site	deletion/read-through	low	TCGA-BH-A0C0	Arriba
CLDN11::SLC7A14-AS1__3:170423327-3:170591114	CLDN11::SLC7A14-AS1	3:170423327-3:170591114	+	+	CDS/splice-site	exon/splice-site	deletion/read-through	low	TCGA-BH-A0C0	Arriba
CLDN11::SLC7A14-AS1__3:170423327-3:170460299	CLDN11::SLC7A14-AS1	3:170423327-3:170460299	+	+	CDS/splice-site	exon/splice-site	deletion/read-through	low	TCGA-BH-A0C0	Arriba
AC068446.2::NBEA__15:21298706-13:35109337	AC068446.2::NBEA	15:21298706-13:35109337	-	+	exon	CDS	translocation	low	TCGA-BH-A0C0	Arriba
GUSBP4::CDH12P4(64071),GUSBP9(288)__6:57919895-5:71197358	GUSBP4::CDH12P4(64071),GUSBP9(288)	6:57919895-5:71197358	-	-	exon	intergenic	translocation	low	TCGA-BH-A0C0	Arriba
POLR2J3::AC004951.2__7:102567006-7:43990255	POLR2J3::AC004951.2	7:102567006-7:43990255	-	-	CDS	intergenic	deletion	low	TCGA-BH-A0C0	Arriba
AC104819.3::SH3D19__4:151343786-4:151307249	AC104819.3::SH3D19	4:151343786-4:151307249	-	-	intron	intron	deletion/read-through	low	TCGA-BH-A0C0	Arriba
PDXDC2P::AC009053.2(7443),NPIPB15(609)__16:69996437-16:74377269	PDXDC2P::AC009053.2(7443),NPIPB15(609)	16:69996437-16:74377269	-	+	intergenic	intergenic	inversion	low	TCGA-BH-A0C0	Arriba
PTGER4P2-CDK2AP2P2::AC006453.4(158979),IGKV2D-38(30280)__9:41276403-2:89842183	PTGER4P2-CDK2AP2P2::AC006453.4(158979),IGKV2D-38(30280)	9:41276403-2:89842183	+	+	exon	intergenic	translocation	low	TCGA-BH-A0C0	Arriba
INTS4P1::AC114501.3(35997),AC114501.1(9338)__7:65141408-7:65499435	INTS4P1::AC114501.3(35997),AC114501.1(9338)	7:65141408-7:65499435	+	-	exon/splice-site	intergenic	inversion	high	TCGA-BH-A0C3	Arriba
UNKL::CHMP1A__16:1364213-16:89647331	UNKL::CHMP1A	16:1364213-16:89647331	-	-	3'UTR	CDS/splice-site	duplication	high	TCGA-BH-A0C3	Arriba
AC092807.3::DDAH1__1:85488291-1:85358847	AC092807.3::DDAH1	1:85488291-1:85358847	-	-	exon/splice-site	CDS/splice-site	deletion/read-through	medium	TCGA-BH-A0C3	Arriba
CICP8::SEPTIN14__7:56362797-7:55796092	CICP8::SEPTIN14	7:56362797-7:55796092	-	-	exon	CDS/splice-site	deletion/3'-3'	medium	TCGA-BH-A0C3	Arriba
LINC00954::Y_RNA(6300),ZNF33A(9375)__2:19877095-10:38001275	LINC00954::Y_RNA(6300),ZNF33A(9375)	2:19877095-10:38001275	+	-	exon	intergenic	translocation	medium	TCGA-BH-A0C3	Arriba
AC004980.2::POMZP3__7:76650425-7:76626216	AC004980.2::POMZP3	7:76650425-7:76626216	-	-	exon	intron	deletion/read-through	low	TCGA-BH-A0C3	Arriba
GUSBP1::CDH12__5:21505432-5:21965622	GUSBP1::CDH12	5:21505432-5:21965622	+	+	intron	intron	deletion/5'-5'	low	TCGA-BH-A0C3	Arriba
POLR2J3::AC004951.2__7:102567038-7:43988244	POLR2J3::AC004951.2	7:102567038-7:43988244	-	-	CDS	exon	deletion	low	TCGA-BH-A0C3	Arriba
CD99P1::CD99__X:2626645-X:2714427	CD99P1::CD99	X:2626645-X:2714427	+	+	intron	CDS	deletion/read-through	low	TCGA-BH-A0C3	Arriba
CRYZL2P::SEC16B__1:178022472-1:177976552	CRYZL2P::SEC16B	1:178022472-1:177976552	-	-	exon	intron	deletion/read-through	low	TCGA-BH-A0C3	Arriba
RASA4::POLR2J__7:102582774-7:102478092	RASA4::POLR2J	7:102582774-7:102478092	-	-	CDS	intron	deletion/read-through	low	TCGA-BH-A0C3	Arriba
RASA4::POLR2J__7:102584218-7:102476270	RASA4::POLR2J	7:102584218-7:102476270	-	-	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0C3	Arriba
PCDHGA4::PCDHGA8__5:141357600-5:141494821	PCDHGA4::PCDHGA8	5:141357600-5:141494821	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0C3	Arriba
CEP43::CCR6__6:167050279-6:167136038	CEP43::CCR6	6:167050279-6:167136038	+	+	3'UTR	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0C3	Arriba
SOGA3::KIAA0408__6:127473124-6:127454101	SOGA3::KIAA0408	6:127473124-6:127454101	-	-	3'UTR	5'UTR	deletion/read-through	low	TCGA-BH-A0C3	Arriba
PTPRT::AL049812.2__20:42081885-20:42052821	PTPRT::AL049812.2	20:42081885-20:42052821	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0C3	Arriba
RNASET2::RPS6KA2__6:166938991-6:166893024	RNASET2::RPS6KA2	6:166938991-6:166893024	-	-	CDS	intron	deletion/read-through	low	TCGA-BH-A0C3	Arriba
RNASET2::RPS6KA2__6:166938895-6:166858259	RNASET2::RPS6KA2	6:166938895-6:166858259	-	-	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0C3	Arriba
MTCH2::MED15__11:47635562-22:20500806	MTCH2::MED15	11:47635562-22:20500806	-	-	CDS	5'UTR	translocation/5'-5'	low	TCGA-BH-A0C3	Arriba
ANKRD11::ZNF778(17869),ANKRD11(12620)__16:89291776-16:89255010	ANKRD11::ZNF778(17869),ANKRD11(12620)	16:89291776-16:89255010	-	-	CDS	intergenic	deletion/read-through	low	TCGA-BH-A0C3	Arriba
ZNF559::ZNF177__19:9343784-19:9376316	ZNF559::ZNF177	19:9343784-19:9376316	+	+	3'UTR	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0C3	Arriba
IGSF5::IGSF5(65216),PCP4(126)__21:39801292-21:39867312	IGSF5::IGSF5(65216),PCP4(126)	21:39801292-21:39867312	+	+	CDS	intergenic	deletion/read-through	low	TCGA-BH-A0C3	Arriba
AC079781.2(371),AC079781.4(19287)::ASNS__7:97908795-7:97872540	AC079781.2(371),AC079781.4(19287)::ASNS	7:97908795-7:97872540	-	-	intergenic	5'UTR	deletion/read-through	low	TCGA-BH-A0C3	Arriba
AP003108.2::PPP1R32__11:61467205-11:61481915	AP003108.2::PPP1R32	11:61467205-11:61481915	+	+	intron	CDS	deletion/read-through	low	TCGA-BH-A0C3	Arriba
NOMO3::AL132796.2(45057),RPL3P4(17)__16:16263642-14:98972862	NOMO3::AL132796.2(45057),RPL3P4(17)	16:16263642-14:98972862	+	-	CDS	intergenic	translocation	low	TCGA-BH-A0C3	Arriba
ZNF555::ZNF554__19:2841575-19:2832303	ZNF555::ZNF554	19:2841575-19:2832303	+	+	CDS/splice-site	CDS/splice-site	duplication	high	TCGA-BH-A0DD	Arriba
PDE3A::SERF2__12:20551570-15:43793756	PDE3A::SERF2	12:20551570-15:43793756	.	.	intron	CDS	translocation	medium	TCGA-BH-A0DD	Arriba
CR381653.1::AC138776.1__21:9327278-22:11906984	CR381653.1::AC138776.1	21:9327278-22:11906984	+	-	exon	intron	translocation/5'-5'	low	TCGA-BH-A0DD	Arriba
CCDC32::CBX3__15:40562949-7:26201756	CCDC32::CBX3	15:40562949-7:26201756	-	+	CDS	5'UTR	translocation	low	TCGA-BH-A0DD	Arriba
ZHX1::C8orf76__8:123267291-8:123237925	ZHX1::C8orf76	8:123267291-8:123237925	-	-	5'UTR	CDS	deletion/read-through	low	TCGA-BH-A0DD	Arriba
ZHX1::C8orf76__8:123253322-8:123239144	ZHX1::C8orf76	8:123253322-8:123239144	-	-	3'UTR/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
PCMTD2::SEPTIN14__20:64287715-7:55796096	PCMTD2::SEPTIN14	20:64287715-7:55796096	+	-	CDS	intron	translocation	low	TCGA-BH-A0DD	Arriba
ARHGEF35-AS1::ARHGEF5__7:144254675-7:144355345	ARHGEF35-AS1::ARHGEF5	7:144254675-7:144355345	+	+	exon	5'UTR	deletion/read-through	low	TCGA-BH-A0DD	Arriba
ARHGEF35-AS1::ARHGEF5__7:144239388-7:144362658	ARHGEF35-AS1::ARHGEF5	7:144239388-7:144362658	+	+	exon/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
ZBED3-AS1::PDE8B__5:77165458-5:77311992	ZBED3-AS1::PDE8B	5:77165458-5:77311992	+	+	exon	intron	deletion/read-through	low	TCGA-BH-A0DD	Arriba
RMND5A::ANAPC1P2__2:86741003-2:87052949	RMND5A::ANAPC1P2	2:86741003-2:87052949	+	-	CDS	exon	inversion	low	TCGA-BH-A0DD	Arriba
ZNF772::ZNF749__19:57467083-19:57437925	ZNF772::ZNF749	19:57467083-19:57437925	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0DD	Arriba
C8orf44::SGK3__8:66680024-8:66798542	C8orf44::SGK3	8:66680024-8:66798542	+	+	exon/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
XPA::NCBP1__9:97684923-9:97664673	XPA::NCBP1	9:97684923-9:97664673	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0DD	Arriba
AC090114.3::BET1L__7:128615970-11:168969	AC090114.3::BET1L	7:128615970-11:168969	+	-	exon	CDS	translocation	low	TCGA-BH-A0DD	Arriba
GCSH::C16orf46__16:81096131-16:81066281	GCSH::C16orf46	16:81096131-16:81066281	-	-	CDS/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
AC091978.1::ADAMTS16__5:5420747-5:5317182	AC091978.1::ADAMTS16	5:5420747-5:5317182	-	-	intron	intron	deletion/read-through/5'-5'	low	TCGA-BH-A0DD	Arriba
AL050309.1::KLF8__X:56055057-X:56265205	AL050309.1::KLF8	X:56055057-X:56265205	+	+	intron	CDS	deletion/read-through	low	TCGA-BH-A0DD	Arriba
SEMA3A::RAD23BP2(239755),SEMA3A(51397)__7:83977131-7:83904380	SEMA3A::RAD23BP2(239755),SEMA3A(51397)	7:83977131-7:83904380	-	-	intron	intergenic	deletion/read-through	low	TCGA-BH-A0DD	Arriba
PCDHA10::PCDHAC2__5:140858434-5:140982522	PCDHA10::PCDHAC2	5:140858434-5:140982522	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0DD	Arriba
GTF2A1L::STON1-GTF2A1L__2:48671680-2:48776280	GTF2A1L::STON1-GTF2A1L	2:48671680-2:48776280	+	+	CDS/splice-site	exon/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
KANSL1::DND1P1__17:46152924-17:45586675	KANSL1::DND1P1	17:46152924-17:45586675	-	-	exon	exon	deletion/5'-5'	low	TCGA-BH-A0DD	Arriba
FGF10::LINC02224__5:44388863-5:44505598	FGF10::LINC02224	5:44388863-5:44505598	-	-	5'UTR	intron	deletion/read-through	low	TCGA-BH-A0DD	Arriba
TIMM10B::DNHD1__11:6482320-11:6502753	TIMM10B::DNHD1	11:6482320-11:6502753	+	+	3'UTR	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
TIMM10B::DNHD1__11:6482289-11:6497585	TIMM10B::DNHD1	11:6482289-11:6497585	+	+	3'UTR/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-BH-A0DD	Arriba
UBE2Q2P1::GOLGA6L10__15:84526860-15:82347591	UBE2Q2P1::GOLGA6L10	15:84526860-15:82347591	-	-	exon	CDS	deletion	low	TCGA-BH-A0DD	Arriba
CTSC::RAB38__11:88300562-11:88175241	CTSC::RAB38	11:88300562-11:88175241	-	-	CDS	CDS	deletion/read-through	low	TCGA-BH-A0DD	Arriba
FRG1DP::DUX4L35(30677),FRG1EP(164)__20:29102801-20:29479983	FRG1DP::DUX4L35(30677),FRG1EP(164)	20:29102801-20:29479983	+	-	intergenic	intergenic	inversion	low	TCGA-BH-A0DD	Arriba
NFASC::RBBP5__1:205016917-1:205096693	NFASC::RBBP5	1:205016917-1:205096693	+	+	3'UTR	CDS	deletion/read-through/5'-5'	low	TCGA-BH-A0DD	Arriba
TBL1XR1::PIK3CA__3:177098466-3:179198750	TBL1XR1::PIK3CA	3:177098466-3:179198750	-	+	5'UTR/splice-site	5'UTR/splice-site	inversion	low	TCGA-BH-A0DD	Arriba
ACAP3::SRRM2__1:1307769-16:2770352	ACAP3::SRRM2	1:1307769-16:2770352	-	+	CDS/splice-site	CDS/splice-site	translocation	low	TCGA-BH-A0DD	Arriba
AL669831.1::SEPTIN14__1:727712-7:55796092	AL669831.1::SEPTIN14	1:727712-7:55796092	-	-	exon	CDS/splice-site	translocation	high	TCGA-BH-A0DG	Arriba
LERFS::LINC01189__9:62897419-9:62494354	LERFS::LINC01189	9:62897419-9:62494354	-	-	exon/splice-site	intron	deletion/5'-5'	high	TCGA-BH-A0DG	Arriba
TMED7::TICAM2__5:115616318-5:115581924	TMED7::TICAM2	5:115616318-5:115581924	-	-	CDS	exon/splice-site	deletion/read-through	medium	TCGA-BH-A0DG	Arriba
AL591926.4(4497),AL162731.1(54495)::AL845311.1__9:41705593-9:38848562	AL591926.4(4497),AL162731.1(54495)::AL845311.1	9:41705593-9:38848562	+	+	intergenic	intron	duplication	medium	TCGA-BH-A0DG	Arriba
AC099548.2::TCAF1P1__7:143769152-7:143598039	AC099548.2::TCAF1P1	7:143769152-7:143598039	-	+	intron	exon	inversion	low	TCGA-BH-A0DG	Arriba
AC009113.1::RNVU1-26(23414),RNVU1-2A(4344)__16:89215320-1:144547435	AC009113.1::RNVU1-26(23414),RNVU1-2A(4344)	16:89215320-1:144547435	-	+	exon	intergenic	translocation	low	TCGA-BH-A0DG	Arriba
GUSBP1::CDH12__5:21505503-5:21965714	GUSBP1::CDH12	5:21505503-5:21965714	+	+	intron	intron	deletion/5'-5'	low	TCGA-BH-A0DG	Arriba
MAF::AC092376.1__16:79585908-16:79212906	MAF::AC092376.1	16:79585908-16:79212906	-	-	3'UTR	intron	deletion/read-through	low	TCGA-BH-A0DG	Arriba
RMND5A::ANAPC1P2__2:86741002-2:87052957	RMND5A::ANAPC1P2	2:86741002-2:87052957	+	-	CDS	exon	inversion	low	TCGA-BH-A0DG	Arriba
PCDHGB2::PCDHGA8__5:141362522-5:141494829	PCDHGB2::PCDHGA8	5:141362522-5:141494829	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0DG	Arriba
CRYZL2P::SEC16B__1:178022440-1:177985062	CRYZL2P::SEC16B	1:178022440-1:177985062	-	-	exon/splice-site	intergenic	deletion/read-through	low	TCGA-BH-A0DG	Arriba
LY75::CD302__2:159808449-2:159783469	LY75::CD302	2:159808449-2:159783469	-	-	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0DG	Arriba
CACNG4::CACNG1__17:67030470-17:67044865	CACNG4::CACNG1	17:67030470-17:67044865	+	+	CDS	CDS	deletion/read-through	low	TCGA-BH-A0DG	Arriba
AC104819.3::SH3D19__4:151352966-4:151266088	AC104819.3::SH3D19	4:151352966-4:151266088	-	-	exon	exon	deletion/read-through	low	TCGA-BH-A0DG	Arriba
AC104819.3::SH3D19__4:151352900-4:151226086	AC104819.3::SH3D19	4:151352900-4:151226086	-	-	exon/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-BH-A0DG	Arriba
CCDC102B::CCDC102B(32646),AC090337.1(124442)__18:69011060-18:69087835	CCDC102B::CCDC102B(32646),AC090337.1(124442)	18:69011060-18:69087835	+	+	CDS	intergenic	deletion/read-through	low	TCGA-BH-A0DG	Arriba
